Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Customer Lifetime Value
1,2023-11-24,CUST001,male,34,beauty,3,50.0,150.0,2023,11,150.0
2,2023-02-27,CUST002,female,26,clothing,2,500.0,1000.0,2023,2,1000.0
3,2023-01-13,CUST003,male,50,electronics,1,30.0,30.0,2023,1,30.0
4,2023-05-21,CUST004,male,37,clothing,1,500.0,500.0,2023,5,500.0
5,2023-05-06,CUST005,male,30,beauty,2,50.0,100.0,2023,5,100.0
6,2023-04-25,CUST006,female,45,beauty,1,30.0,30.0,2023,4,30.0
7,2023-03-13,CUST007,male,46,clothing,2,25.0,50.0,2023,3,50.0
8,2023-02-22,CUST008,male,30,electronics,4,25.0,100.0,2023,2,100.0
9,2023-12-13,CUST009,male,63,electronics,2,300.0,600.0,2023,12,600.0
10,2023-10-07,CUST010,female,52,clothing,4,50.0,200.0,2023,10,200.0
11,2023-02-14,CUST011,male,23,clothing,2,50.0,100.0,2023,2,100.0
12,2023-10-30,CUST012,male,35,beauty,3,25.0,75.0,2023,10,75.0
13,2023-08-05,CUST013,male,22,electronics,3,500.0,1500.0,2023,8,1500.0
14,2023-01-17,CUST014,male,64,clothing,4,30.0,120.0,2023,1,120.0
15,2023-01-16,CUST015,female,42,electronics,4,500.0,2000.0,2023,1,2000.0
16,2023-02-17,CUST016,male,19,clothing,3,500.0,1500.0,2023,2,1500.0
17,2023-04-22,CUST017,female,27,clothing,4,25.0,100.0,2023,4,100.0
18,2023-04-30,CUST018,female,47,electronics,2,25.0,50.0,2023,4,50.0
19,2023-09-16,CUST019,female,62,clothing,2,25.0,50.0,2023,9,50.0
20,2023-11-05,CUST020,male,22,clothing,3,300.0,900.0,2023,11,900.0
21,2023-01-14,CUST021,female,50,beauty,1,500.0,500.0,2023,1,500.0
22,2023-10-15,CUST022,male,18,clothing,2,50.0,100.0,2023,10,100.0
23,2023-04-12,CUST023,female,35,clothing,4,30.0,120.0,2023,4,120.0
24,2023-11-29,CUST024,female,49,clothing,1,300.0,300.0,2023,11,300.0
25,2023-12-26,CUST025,female,64,beauty,1,50.0,50.0,2023,12,50.0
26,2023-10-07,CUST026,female,28,electronics,2,500.0,1000.0,2023,10,1000.0
27,2023-08-03,CUST027,female,38,beauty,2,25.0,50.0,2023,8,50.0
28,2023-04-23,CUST028,female,43,beauty,1,500.0,500.0,2023,4,500.0
29,2023-08-18,CUST029,female,42,electronics,1,30.0,30.0,2023,8,30.0
30,2023-10-29,CUST030,female,39,beauty,3,300.0,900.0,2023,10,900.0
31,2023-05-23,CUST031,male,44,electronics,4,300.0,1200.0,2023,5,1200.0
32,2023-01-04,CUST032,male,30,beauty,3,30.0,90.0,2023,1,90.0
33,2023-03-23,CUST033,female,50,electronics,2,50.0,100.0,2023,3,100.0
34,2023-12-24,CUST034,female,51,clothing,3,50.0,150.0,2023,12,150.0
35,2023-08-05,CUST035,female,58,beauty,3,300.0,900.0,2023,8,900.0
36,2023-06-24,CUST036,male,52,beauty,3,300.0,900.0,2023,6,900.0
37,2023-05-23,CUST037,female,18,beauty,3,25.0,75.0,2023,5,75.0
38,2023-03-21,CUST038,male,38,beauty,4,50.0,200.0,2023,3,200.0
39,2023-04-21,CUST039,male,23,clothing,4,30.0,120.0,2023,4,120.0
40,2023-06-22,CUST040,male,45,beauty,1,50.0,50.0,2023,6,50.0
41,2023-02-22,CUST041,male,34,clothing,2,25.0,50.0,2023,2,50.0
42,2023-02-17,CUST042,male,22,clothing,3,300.0,900.0,2023,2,900.0
43,2023-07-14,CUST043,female,48,clothing,1,300.0,300.0,2023,7,300.0
44,2023-02-19,CUST044,female,22,clothing,1,25.0,25.0,2023,2,25.0
45,2023-07-03,CUST045,female,55,electronics,1,30.0,30.0,2023,7,30.0
46,2023-06-26,CUST046,female,20,electronics,4,300.0,1200.0,2023,6,1200.0
47,2023-11-06,CUST047,female,40,beauty,3,500.0,1500.0,2023,11,1500.0
48,2023-05-16,CUST048,male,54,electronics,3,300.0,900.0,2023,5,900.0
49,2023-01-23,CUST049,female,54,electronics,2,500.0,1000.0,2023,1,1000.0
50,2023-08-24,CUST050,female,27,beauty,3,25.0,75.0,2023,8,75.0
51,2023-10-02,CUST051,male,27,beauty,3,25.0,75.0,2023,10,75.0
52,2023-03-05,CUST052,female,36,beauty,1,300.0,300.0,2023,3,300.0
53,2023-07-13,CUST053,male,34,electronics,2,50.0,100.0,2023,7,100.0
54,2023-02-10,CUST054,female,38,electronics,3,500.0,1500.0,2023,2,1500.0
55,2023-10-10,CUST055,male,31,beauty,4,30.0,120.0,2023,10,120.0
56,2023-05-31,CUST056,female,26,clothing,3,300.0,900.0,2023,5,900.0
57,2023-11-18,CUST057,female,63,beauty,1,30.0,30.0,2023,11,30.0
58,2023-11-13,CUST058,male,18,clothing,4,300.0,1200.0,2023,11,1200.0
59,2023-07-05,CUST059,male,62,clothing,1,50.0,50.0,2023,7,50.0
60,2023-10-23,CUST060,male,30,beauty,3,50.0,150.0,2023,10,150.0
61,2023-04-09,CUST061,male,21,beauty,4,50.0,200.0,2023,4,200.0
62,2023-12-27,CUST062,male,18,beauty,2,50.0,100.0,2023,12,100.0
63,2023-02-05,CUST063,male,57,electronics,2,25.0,50.0,2023,2,50.0
64,2023-01-24,CUST064,male,49,clothing,4,25.0,100.0,2023,1,100.0
65,2023-12-05,CUST065,male,51,electronics,4,500.0,2000.0,2023,12,2000.0
66,2023-04-27,CUST066,female,45,electronics,1,30.0,30.0,2023,4,30.0
67,2023-05-29,CUST067,female,48,beauty,4,300.0,1200.0,2023,5,1200.0
68,2023-02-10,CUST068,male,25,electronics,1,300.0,300.0,2023,2,300.0
69,2023-04-30,CUST069,female,56,beauty,3,25.0,75.0,2023,4,75.0
70,2023-02-21,CUST070,female,43,clothing,1,300.0,300.0,2023,2,300.0
71,2023-07-14,CUST071,female,51,beauty,4,25.0,100.0,2023,7,100.0
72,2023-05-23,CUST072,female,20,electronics,4,500.0,2000.0,2023,5,2000.0
73,2023-08-21,CUST073,male,29,electronics,3,30.0,90.0,2023,8,90.0
74,2023-11-22,CUST074,female,18,beauty,4,500.0,2000.0,2023,11,2000.0
75,2023-07-06,CUST075,male,61,beauty,4,50.0,200.0,2023,7,200.0
76,2023-03-25,CUST076,female,22,electronics,2,50.0,100.0,2023,3,100.0
77,2023-07-09,CUST077,female,47,clothing,2,50.0,100.0,2023,7,100.0
78,2023-07-01,CUST078,female,47,clothing,3,500.0,1500.0,2023,7,1500.0
79,2023-04-18,CUST079,male,34,beauty,1,300.0,300.0,2023,4,300.0
80,2023-12-10,CUST080,female,64,clothing,2,30.0,60.0,2023,12,60.0
81,2023-05-17,CUST081,male,40,electronics,1,50.0,50.0,2023,5,50.0
82,2023-12-26,CUST082,female,32,beauty,4,50.0,200.0,2023,12,200.0
83,2023-12-16,CUST083,male,54,electronics,2,50.0,100.0,2023,12,100.0
84,2023-11-28,CUST084,female,38,electronics,3,30.0,90.0,2023,11,90.0
85,2023-02-06,CUST085,male,31,clothing,3,50.0,150.0,2023,2,150.0
86,2023-11-08,CUST086,male,19,beauty,3,30.0,90.0,2023,11,90.0
87,2023-11-22,CUST087,female,28,beauty,2,50.0,100.0,2023,11,100.0
88,2023-03-29,CUST088,male,56,clothing,1,500.0,500.0,2023,3,500.0
89,2023-10-01,CUST089,female,55,electronics,4,500.0,2000.0,2023,10,2000.0
90,2023-05-06,CUST090,female,51,electronics,1,30.0,30.0,2023,5,30.0
91,2023-03-25,CUST091,female,55,electronics,1,500.0,500.0,2023,3,500.0
92,2023-08-25,CUST092,female,51,electronics,4,30.0,120.0,2023,8,120.0
93,2023-07-14,CUST093,female,35,beauty,4,500.0,2000.0,2023,7,2000.0
94,2023-05-19,CUST094,female,47,beauty,2,500.0,1000.0,2023,5,1000.0
95,2023-11-24,CUST095,female,32,clothing,2,30.0,60.0,2023,11,60.0
96,2023-12-19,CUST096,female,44,clothing,2,300.0,600.0,2023,12,600.0
97,2023-10-13,CUST097,female,51,beauty,2,500.0,1000.0,2023,10,1000.0
98,2023-04-23,CUST098,female,55,beauty,2,50.0,100.0,2023,4,100.0
99,2023-12-17,CUST099,female,50,electronics,4,300.0,1200.0,2023,12,1200.0
100,2023-06-16,CUST100,male,41,electronics,1,30.0,30.0,2023,6,30.0
101,2023-01-29,CUST101,male,32,clothing,2,300.0,600.0,2023,1,600.0
102,2023-04-28,CUST102,female,47,beauty,2,25.0,50.0,2023,4,50.0
103,2023-01-17,CUST103,female,59,clothing,1,25.0,25.0,2023,1,25.0
104,2023-06-11,CUST104,female,34,beauty,2,500.0,1000.0,2023,6,1000.0
105,2023-07-25,CUST105,female,22,electronics,1,500.0,500.0,2023,7,500.0
106,2023-05-18,CUST106,female,46,clothing,1,50.0,50.0,2023,5,50.0
107,2023-02-03,CUST107,female,21,clothing,4,300.0,1200.0,2023,2,1200.0
108,2023-04-19,CUST108,female,27,beauty,3,25.0,75.0,2023,4,75.0
109,2023-10-18,CUST109,female,34,electronics,4,500.0,2000.0,2023,10,2000.0
110,2023-06-11,CUST110,male,27,clothing,3,300.0,900.0,2023,6,900.0
111,2023-04-19,CUST111,female,34,electronics,3,500.0,1500.0,2023,4,1500.0
112,2023-12-02,CUST112,male,37,clothing,3,500.0,1500.0,2023,12,1500.0
113,2023-09-13,CUST113,female,41,electronics,2,25.0,50.0,2023,9,50.0
114,2023-07-22,CUST114,female,22,beauty,4,25.0,100.0,2023,7,100.0
115,2023-11-26,CUST115,male,51,clothing,3,500.0,1500.0,2023,11,1500.0
116,2023-08-23,CUST116,female,23,clothing,1,30.0,30.0,2023,8,30.0
117,2023-03-15,CUST117,male,19,electronics,2,500.0,1000.0,2023,3,1000.0
118,2023-05-16,CUST118,female,30,electronics,4,500.0,2000.0,2023,5,2000.0
119,2023-03-13,CUST119,female,60,clothing,3,50.0,150.0,2023,3,150.0
120,2023-05-07,CUST120,male,60,beauty,1,50.0,50.0,2023,5,50.0
121,2023-10-15,CUST121,female,28,electronics,4,50.0,200.0,2023,10,200.0
122,2023-10-03,CUST122,male,64,electronics,4,30.0,120.0,2023,10,120.0
123,2023-05-15,CUST123,female,40,electronics,2,30.0,60.0,2023,5,60.0
124,2023-10-27,CUST124,male,33,clothing,4,500.0,2000.0,2023,10,2000.0
125,2023-08-08,CUST125,male,48,clothing,2,50.0,100.0,2023,8,100.0
126,2023-10-26,CUST126,female,28,clothing,3,30.0,90.0,2023,10,90.0
127,2023-07-24,CUST127,female,33,clothing,2,25.0,50.0,2023,7,50.0
128,2023-07-05,CUST128,male,25,beauty,1,500.0,500.0,2023,7,500.0
129,2023-04-23,CUST129,female,21,beauty,2,300.0,600.0,2023,4,600.0
130,2023-03-12,CUST130,female,57,clothing,1,500.0,500.0,2023,3,500.0
131,2023-09-18,CUST131,female,21,beauty,2,300.0,600.0,2023,9,600.0
132,2023-09-10,CUST132,male,42,electronics,4,50.0,200.0,2023,9,200.0
133,2023-02-16,CUST133,male,20,electronics,3,300.0,900.0,2023,2,900.0
134,2023-01-25,CUST134,male,49,electronics,1,50.0,50.0,2023,1,50.0
135,2023-02-26,CUST135,male,20,clothing,2,25.0,50.0,2023,2,50.0
136,2023-03-20,CUST136,male,44,electronics,2,300.0,600.0,2023,3,600.0
137,2023-11-18,CUST137,male,46,beauty,2,500.0,1000.0,2023,11,1000.0
138,2023-03-23,CUST138,male,49,clothing,4,50.0,200.0,2023,3,200.0
139,2023-12-15,CUST139,male,36,beauty,4,500.0,2000.0,2023,12,2000.0
140,2023-08-05,CUST140,male,38,electronics,1,30.0,30.0,2023,8,30.0
141,2023-11-02,CUST141,female,22,electronics,1,50.0,50.0,2023,11,50.0
142,2023-02-02,CUST142,male,35,electronics,4,300.0,1200.0,2023,2,1200.0
143,2023-07-17,CUST143,female,45,clothing,1,50.0,50.0,2023,7,50.0
144,2023-07-15,CUST144,female,59,beauty,3,500.0,1500.0,2023,7,1500.0
145,2023-11-02,CUST145,female,39,clothing,3,25.0,75.0,2023,11,75.0
146,2023-08-28,CUST146,male,38,clothing,4,50.0,200.0,2023,8,200.0
147,2023-09-28,CUST147,male,23,electronics,1,300.0,300.0,2023,9,300.0
148,2023-05-09,CUST148,male,18,clothing,2,30.0,60.0,2023,5,60.0
149,2023-10-11,CUST149,male,22,clothing,3,25.0,75.0,2023,10,75.0
150,2023-01-06,CUST150,female,58,electronics,4,30.0,120.0,2023,1,120.0
151,2023-12-15,CUST151,male,29,clothing,1,50.0,50.0,2023,12,50.0
152,2023-02-28,CUST152,male,43,electronics,4,500.0,2000.0,2023,2,2000.0
153,2023-12-16,CUST153,male,63,electronics,2,500.0,1000.0,2023,12,1000.0
154,2023-10-02,CUST154,male,51,electronics,3,300.0,900.0,2023,10,900.0
155,2023-05-17,CUST155,male,31,electronics,4,500.0,2000.0,2023,5,2000.0
156,2023-11-25,CUST156,female,43,clothing,4,25.0,100.0,2023,11,100.0
157,2023-06-24,CUST157,male,62,electronics,4,500.0,2000.0,2023,6,2000.0
158,2023-02-27,CUST158,female,44,electronics,2,300.0,600.0,2023,2,600.0
159,2023-05-31,CUST159,male,26,clothing,4,50.0,200.0,2023,5,200.0
160,2023-08-11,CUST160,female,43,clothing,2,50.0,100.0,2023,8,100.0
161,2023-03-22,CUST161,male,64,beauty,2,500.0,1000.0,2023,3,1000.0
162,2023-08-21,CUST162,male,39,clothing,2,30.0,60.0,2023,8,60.0
163,2023-01-02,CUST163,female,64,clothing,3,50.0,150.0,2023,1,150.0
164,2023-05-15,CUST164,female,47,beauty,3,500.0,1500.0,2023,5,1500.0
165,2023-09-14,CUST165,female,60,clothing,4,300.0,1200.0,2023,9,1200.0
166,2023-04-02,CUST166,male,34,clothing,4,500.0,2000.0,2023,4,2000.0
167,2023-09-17,CUST167,female,43,clothing,3,50.0,150.0,2023,9,150.0
168,2023-02-24,CUST168,male,53,clothing,1,300.0,300.0,2023,2,300.0
169,2023-11-17,CUST169,male,18,beauty,3,500.0,1500.0,2023,11,1500.0
170,2023-06-02,CUST170,female,25,clothing,2,25.0,50.0,2023,6,50.0
171,2023-11-24,CUST171,female,52,clothing,3,300.0,900.0,2023,11,900.0
172,2023-09-17,CUST172,male,32,beauty,2,25.0,50.0,2023,9,50.0
173,2023-11-08,CUST173,male,64,electronics,4,30.0,120.0,2023,11,120.0
174,2023-04-12,CUST174,female,39,beauty,1,300.0,300.0,2023,4,300.0
175,2023-03-20,CUST175,female,31,electronics,4,25.0,100.0,2023,3,100.0
176,2023-07-11,CUST176,female,43,beauty,2,50.0,100.0,2023,7,100.0
177,2023-03-24,CUST177,male,45,beauty,2,50.0,100.0,2023,3,100.0
178,2023-10-04,CUST178,male,40,clothing,2,30.0,60.0,2023,10,60.0
179,2023-09-29,CUST179,male,31,electronics,1,300.0,300.0,2023,9,300.0
180,2023-01-01,CUST180,male,41,clothing,3,300.0,900.0,2023,1,900.0
181,2023-11-03,CUST181,male,19,electronics,4,300.0,1200.0,2023,11,1200.0
182,2023-06-15,CUST182,male,62,beauty,4,30.0,120.0,2023,6,120.0
183,2023-09-08,CUST183,female,43,beauty,3,300.0,900.0,2023,9,900.0
184,2023-01-10,CUST184,male,31,electronics,4,50.0,200.0,2023,1,200.0
185,2023-02-27,CUST185,male,24,clothing,1,25.0,25.0,2023,2,25.0
186,2023-07-05,CUST186,male,20,clothing,4,50.0,200.0,2023,7,200.0
187,2023-06-07,CUST187,female,64,clothing,2,50.0,100.0,2023,6,100.0
188,2023-05-03,CUST188,male,40,clothing,3,25.0,75.0,2023,5,75.0
189,2023-01-30,CUST189,male,63,beauty,1,50.0,50.0,2023,1,50.0
190,2023-05-04,CUST190,female,60,beauty,3,30.0,90.0,2023,5,90.0
191,2023-10-18,CUST191,male,64,beauty,1,25.0,25.0,2023,10,25.0
192,2023-02-10,CUST192,male,62,beauty,2,50.0,100.0,2023,2,100.0
193,2023-02-13,CUST193,male,35,beauty,3,500.0,1500.0,2023,2,1500.0
194,2023-09-06,CUST194,male,55,clothing,4,50.0,200.0,2023,9,200.0
195,2023-02-05,CUST195,male,52,clothing,1,30.0,30.0,2023,2,30.0
196,2023-09-30,CUST196,female,32,clothing,3,300.0,900.0,2023,9,900.0
197,2023-03-06,CUST197,female,42,clothing,4,50.0,200.0,2023,3,200.0
198,2023-03-07,CUST198,female,54,beauty,3,300.0,900.0,2023,3,900.0
199,2023-12-04,CUST199,male,45,beauty,3,500.0,1500.0,2023,12,1500.0
200,2023-09-01,CUST200,male,27,beauty,3,50.0,150.0,2023,9,150.0
201,2023-10-09,CUST201,male,56,electronics,1,25.0,25.0,2023,10,25.0
202,2023-03-26,CUST202,female,34,clothing,4,300.0,1200.0,2023,3,1200.0
203,2023-05-16,CUST203,male,56,clothing,2,500.0,1000.0,2023,5,1000.0
204,2023-09-28,CUST204,male,39,beauty,1,25.0,25.0,2023,9,25.0
205,2023-11-07,CUST205,female,43,clothing,1,25.0,25.0,2023,11,25.0
206,2023-08-05,CUST206,male,61,clothing,1,25.0,25.0,2023,8,25.0
207,2023-04-19,CUST207,female,42,beauty,2,25.0,50.0,2023,4,50.0
208,2023-10-04,CUST208,female,34,electronics,4,50.0,200.0,2023,10,200.0
209,2023-12-20,CUST209,female,30,electronics,4,50.0,200.0,2023,12,200.0
210,2023-04-13,CUST210,male,37,electronics,4,50.0,200.0,2023,4,200.0
211,2024-01-01,CUST211,male,42,beauty,3,500.0,1500.0,2024,1,1500.0
212,2023-06-09,CUST212,male,21,clothing,3,500.0,1500.0,2023,6,1500.0
213,2023-07-24,CUST213,male,27,beauty,3,500.0,1500.0,2023,7,1500.0
214,2023-12-10,CUST214,male,20,beauty,2,30.0,60.0,2023,12,60.0
215,2023-11-29,CUST215,male,58,clothing,3,500.0,1500.0,2023,11,1500.0
216,2023-07-11,CUST216,male,62,electronics,2,50.0,100.0,2023,7,100.0
217,2023-08-13,CUST217,female,35,electronics,4,50.0,200.0,2023,8,200.0
218,2023-09-22,CUST218,male,64,beauty,3,30.0,90.0,2023,9,90.0
219,2023-08-20,CUST219,female,53,electronics,3,30.0,90.0,2023,8,90.0
220,2023-03-03,CUST220,male,64,beauty,1,500.0,500.0,2023,3,500.0
221,2023-05-07,CUST221,male,39,beauty,2,300.0,600.0,2023,5,600.0
222,2023-04-26,CUST222,male,51,clothing,4,30.0,120.0,2023,4,120.0
223,2023-02-02,CUST223,female,64,clothing,1,25.0,25.0,2023,2,25.0
224,2023-06-23,CUST224,female,25,clothing,1,50.0,50.0,2023,6,50.0
225,2023-01-11,CUST225,female,57,beauty,4,25.0,100.0,2023,1,100.0
226,2023-10-29,CUST226,female,61,clothing,1,50.0,50.0,2023,10,50.0
227,2023-10-11,CUST227,male,36,electronics,2,50.0,100.0,2023,10,100.0
228,2023-04-28,CUST228,female,59,electronics,2,30.0,60.0,2023,4,60.0
229,2023-10-29,CUST229,male,58,beauty,3,30.0,90.0,2023,10,90.0
230,2023-04-23,CUST230,male,54,beauty,1,25.0,25.0,2023,4,25.0
231,2023-01-04,CUST231,female,23,clothing,3,50.0,150.0,2023,1,150.0
232,2023-02-06,CUST232,female,43,beauty,1,25.0,25.0,2023,2,25.0
233,2023-12-29,CUST233,female,51,beauty,2,300.0,600.0,2023,12,600.0
234,2023-11-20,CUST234,female,62,electronics,2,25.0,50.0,2023,11,50.0
235,2023-01-31,CUST235,female,23,electronics,2,500.0,1000.0,2023,1,1000.0
236,2023-04-28,CUST236,female,54,clothing,1,25.0,25.0,2023,4,25.0
237,2023-02-04,CUST237,female,50,beauty,2,500.0,1000.0,2023,2,1000.0
238,2023-01-17,CUST238,female,39,beauty,1,500.0,500.0,2023,1,500.0
239,2023-06-19,CUST239,male,38,electronics,3,500.0,1500.0,2023,6,1500.0
240,2023-02-06,CUST240,female,23,beauty,1,300.0,300.0,2023,2,300.0
241,2023-09-21,CUST241,female,23,electronics,3,25.0,75.0,2023,9,75.0
242,2023-05-02,CUST242,male,21,clothing,1,25.0,25.0,2023,5,25.0
243,2023-05-23,CUST243,female,47,electronics,3,300.0,900.0,2023,5,900.0
244,2023-12-09,CUST244,male,28,beauty,2,50.0,100.0,2023,12,100.0
245,2023-09-06,CUST245,male,47,clothing,3,30.0,90.0,2023,9,90.0
246,2023-04-20,CUST246,female,48,electronics,2,25.0,50.0,2023,4,50.0
247,2023-10-04,CUST247,male,41,electronics,2,30.0,60.0,2023,10,60.0
248,2023-03-09,CUST248,male,26,clothing,3,300.0,900.0,2023,3,900.0
249,2023-10-20,CUST249,male,20,clothing,1,50.0,50.0,2023,10,50.0
250,2023-10-23,CUST250,male,48,electronics,1,50.0,50.0,2023,10,50.0
